@relation D14
@attribute att15 real
@attribute att16 real
@attribute att17 real
@attribute att18 real
@attribute att19 real
@attribute att20 real
@attribute class {14,15}
@data
2.95762,0.333827,2.43131,0.582796,2.44291,0.764299,15
2.59073,0.227571,2.39776,0.399131,2.54232,0.624247,15
2.84821,0.0413367,2.48757,0.377433,2.42645,0.484088,15
2.05027,0.381088,2.58352,0.581163,2.6434,0.486691,15
2.80388,0.0745162,2.44842,0.433535,2.6744,0.483297,15
2.83783,0.13245,2.60831,0.560912,2.45951,0.715052,15
2.75554,0.179108,2.33596,0.35413,2.34946,0.326482,15
2.48035,0.257784,2.26419,0.38346,2.66996,0.606854,15
2.44203,0.567357,2.40691,0.59784,2.53975,0.576638,15
2.2943,0.518759,2.5245,0.623328,2.4287,0.518336,14
2.95658,0.284646,2.32247,0.270755,2.65503,0.551209,15
2.13471,0.455035,2.41076,0.432209,2.39875,0.330909,15
2.69141,0.0326747,2.53095,0.395836,2.57093,0.714332,15
2.2336,0.61282,2.33871,0.37604,2.28554,0.513134,15
2.82463,0.271955,2.31499,0.346804,2.7476,0.598046,15
2.2016,0.434527,2.19886,0.559956,2.60906,0.65379,14
2.87258,0.099294,2.5436,0.561562,2.461,0.395905,15
2.12511,0.642262,2.47777,0.383194,2.30207,0.447209,15
2.26504,0.357143,2.30346,0.197934,2.65323,0.674338,15
2.94102,0.0684509,2.53407,0.400779,2.48349,0.478239,15
2.41364,0.454884,2.60745,0.566482,2.4171,0.204324,15
2.40388,0.538093,2.56374,0.726485,2.41324,0.616474,15
2.58694,0.242242,2.44765,0.66873,2.45791,0.475011,15
2.77129,0.102472,2.47143,0.646913,2.86668,0.6157,15
2.48682,0.395563,2.51264,0.424261,2.42148,0.396892,15
2.29319,0.66354,2.53816,0.485417,2.41731,0.363847,15
2.65534,0.149656,2.56484,0.4163,2.51568,0.250625,15
2.51263,0.42351,2.56072,0.736209,2.6837,0.746985,15
2.5385,0.194314,2.78176,0.547807,2.74785,0.56913,15
2.99573,0.30373,2.61077,0.672477,2.66317,0.41408,15
2.62559,0.166332,2.28039,0.39756,2.34632,0.516697,15
2.63519,0.182302,2.5444,0.766231,2.38638,0.316181,15
2.70905,0.100892,2.52555,0.561534,2.62281,0.732752,15
2.9553,0.119375,2.72994,0.718391,2.42067,0.529279,15
2.61691,0.0944743,2.47529,0.390143,2.50491,0.378202,15
